label,text
Input,@dboxxer  @TfL Consultation on no left turn flawed as usual. local residents angry but they are last to be listened to. @lambeth_council
Input,These papers are also relevant to ongoing child abuse investigations involving prominent people  Quoted: Ricky Tomlinson urges Government to 'come clean' over Shrewsbury 24
Input,The big risk for uni students - further tuition fee hikes. Today we challenge Clegg to come clean on what he'll do -
Input,Labour pledges to reform Westminster to give North East a louder voice
Input,“Boris is an authentic politician & we’re crying out for authentic politicians” my @BBCBerkshire interview  (1h05m in)
Input,Voting for the @Conservatives EU referendum Bill today. British people must have their say. Unbelievable that @UKLabour & @LibDems disagree.
Input,"As the election approaches, I’m determined to keep fighting for our constituency and our country for the long-term"
Input,Chancellor ‘broke election promise’ made to town
Input,".@margarethodge on G4S, Atos, Capita, Serco - and the veil of secrecy surrounding government outsourcing:"
Input,# steel Govt s Sajid Javid ducking & diving ...won t say what UK Govt s view of how high EU tariffs should be on dumping of Chinese steel
Input,"Steelmakers asked Osborne at budget that lower business rates be enacted like in other countries to help current situation, he ignored them"
Input,Graph of council spending cuts by party controlling council. Massive cuts for Labour but not for Tory councils.
Input,Things you never hear in Yorkshire no 4 Saw that Nigel Farage on a bus once
Input,Tim Hulbert on @BBCr4today means now at least 3 occasions on record when Special Branch involvement claimed in 'cover up' of child abuse
Input,History of the EU’s attempt to take over UK criminal justice -
Input,".@CharlotteChurch has launched a blistering attack on David Cameron's ""scandalous"" Tories"
Input,How I'll be voting on airstrikes in Syria & why - with thx to constituents who constructively shared their views
Input,.@hoeykateMP on The Stolen Election :  #ZimElections #Zimelection2013 @Zimelections13
Input,"For over 100 years the North has stood by the Labour Party, it's time for the Labour Party to stand by the North."
Input,New staff mutual to manage key local services incl the annual fireworks show in Battersea Park
Input,"Why should #Warrington miss out, if theres a crisis coming-Tories & Lib Dems are happy for us to take a hit #notfair"
Input,Thank you @CroydonSouthLab for nominating me to be the next Mayor! Let's together deliver the new leadership our city needs.
Input,Former Foreign Secretaries Jack Straw & Sir Malcolm Rifkind have been secretly filmed apparently offering to use their influence for money
Input,"""a criminal liability for those in authority informed of child abuse who fail to act on this evidence."""
Input,Proud to work with @unisonwestmids to oppose #TUBill and support workers' fight for rights @unisonwestmids #TUBill
Input,Two weeks in a row we have now had Tory Mp's abuse democracy to stop laws that would potentially help thousands. #moderniseparliamentnow!
Input,"Support stronger unions for a future that works. Don't just join: engage, get active, be empowered.  #cwuyouthday14"
Input,"@DrZoeFritz It's correct, not libellous and it's Julian Huppert who should be apologising for a lack of honesty on the NHS."
Input,Invisible David Cameron: ✓ Can feed a lamb × Can’t defend his record against Ed Miliband
Input,"Speaker Bercow's first ministerial reprimand of the session. Tells @greghandsmp ""The Chief Secretary has no questions to the Opposition."""
Input,West Midlands Combined Authority. Great idea but let's call it what it is #GreaterBirmingham
Input,Lambeth evict Andy Carstairs despite promises from Cllr  In Clapham Shocking.
Input,"IPCC order investigation into Greville Janner abuse allegations ""cover up"""
Input,Amazing how Thurrock Labour refer to my being born in Sheffield. You would think Labour is prejudiced against the northern working class..oh
Input,@JananGanesh @Mark_J_Harper: In the Commons I've made the point that Parliament is not a legislation factory :
Input,What 'legitimacy' will Nick Clegg have if his Lib Dems lose votes and seats? Presumably he'll refuse to do a deal with himself
Input,The Tories are plotting a coup in the name of legitimacy | Seumas Milne
Input,@reandrewslab 4 million votes gives them legitimacy whatever anyone says @UKIP
Input,"""People have legitimate concerns about immigration that must be addressed but"" - good luck with that one."
Input,"@bfatchett if EU remains committed to imposing a form of austerity which national govts no longer support, then it'll lose all legitimacy"
Input,"Just got to labour leadership conference...whoever wins will have been properly nominated (by us as MPs), and legitimately elected"
Input,#Cameron’s campaign against #Juncker is a campaign for democracy & legitimacy
Input,'Flawed procedure' choosing new clerk says @Jesse_Norman in #bbcdp clip with @Jo_Coburn on Speaker and Carol Mills
Input,"After an 85% turnout in Scotland, we need a radical dispersal of power from the centre, not a change in voting procedures at Westminster"
Input,A Commons day -one debate English Votes/English Laws no vote( Govt mucked up procedures) & another on hunting pulled (Govt frit) #shambles
Input,'An illegal process that would have shamed a third world dictatorship' says MP Steve Rotheram about the Shrewsbury 24 documents #pickets
Input,"""This is a one-nation* government"" #budget2015  *does not include the poor, vulnerable, public sector, disabled, young or Scotland."
Input,"Osborne's benefits cuts are class war. An unbridled attack on the poor, while inheritance tax is slashed for the wealthy. #budget2015"
Input,Good payoff from Miliband that if you've got money the PM is your friend but if you don't then he doesn't care about you #pmqs
Input,This Labour man's (Kevan Jones) case against Recall is simple - a contempt for and an absolute terror of his voters.
Input,"Zac trusts voters, so does Caroline, why doesn't Tom? @ZacGoldsmith @thomasbrake @CarolineLucas #RealRecall"
Input,"@peparkin @steve_mccabe Likewise, but MPs voted against the voter-led system, & with a big majority. I disagree, but have to accept that."
Input,MPs are being VERY vocal at @ZacGoldsmith to stop the voters getting power to recall / sack corrupt MPs. #BBCParl
Input,@LucyMPowell we can start by having good local based MP's like yourself. People don't vote for London clones
Input,#RealRecall proposals lost 166 to 340 but many congrats to @ZacGoldsmith for brilliant  campaign - shame MPs don't seem to trust electorate
Input,Share the facts on the value of Britain's EU membership from the voice of British industry:...
Input,"""Democracy is a unpredictable thing, but I have faith voters will make the right decisions"" @ZacGoldsmith #realrecall RT if you agree"
Input,Voters! Watch your MPs in HoC lining up to attack @ZacGoldsmith proposals to make them properly accountable
